ts_iso,ts_epoch,sensor_value,u0,u1,u2,cmd0,cmd1,cmd2
2026-02-11T21:29:04.366853,1770845344.3668532,0.08,0.9220057060371426,1.0000000098453632,1.000000009887912,ON,ON,ON
2026-02-11T21:30:06.639600,1770845406.6395998,0.098,1.0000000099571245,1.000000009971748,1.0000000099735693,ON,ON,ON
2026-02-11T21:31:09.289856,1770845469.2898557,0.085,1.0000000099608555,1.0000000099717101,1.0000000099735338,ON,ON,ON
